Item Code,Part Code,Old Item Code,Item Description,Category,In-House Physical Stock,External Vendor Stock,Total Current Stock,Min Safety Stock Qty,Min Order Qty,Lead Time Days,Warehouse Location,Standard Valuation Rate (INR),Total Stock Asset Value (INR),QC Trigger
3131101000,3131101000,A-10055,INJECTION LINEAR MOUNTING BRACKET - 280,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131101400,3131101400,A-10056,INJECTION LINEAR MOUNTING BRACKET - 420,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131101500,3131101500,A-10058,INJECTION LINEAR MOUNTING BRACKET - 635,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131101600,3131101600,A-10059,INJECTION LINEAR MOUNTING BRACKET - 905,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131101800,3131101800,A-10071,INJECTION LINEAR SHAFT MTG BRACKET - 1520,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131101100,3131101100,A-10069,INJECTION LINEAR SHAFT MTG BRACKET - 280,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3130800100,3130800100,A-10705,JUNCTION BOX COVER,LC,4,0,4,2,1,10,Central Store,2500,10000,ON_GRN
3131100300,3131100300,A-10131,"MOLD HEIGHT STOP LIMIT SWITCH 
OPERATING PIN MTG BRACKET",LC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
3131100400,3131100400,A-10132,MOLD HEIGHT STOP LIMIT SWITCH MTG BRACKET,LC,4,0,4,2,1,10,Central Store,2500,10000,ON_GRN
3131101200,3131101200,A-10074,NOZZLE CYLINDER LIMIT SWITCH PIN MTG BRACKET,LC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
3131101300,3131101300,A-10344,NOZZLE CYLINDER STOP LIMIT SWITCH MTG BRACKET,LC,4,0,4,2,1,10,Central Store,2500,10000,ON_GRN
3131100100,3131100100,A-10585,PLC BOX  MTG TOP BRACKET,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3130800200,3130800200,A-10706,PLC BOX COVER,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131100200,3131100200,A-10586,PLC BOX MTG BOTTOM BRACKET,LC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
3131100600,3131100600,A-10072,TOGGLE LIMIT SWITCH MTG BRACKET,LC,4,0,4,2,1,10,Central Store,2500,10000,ON_GRN
4110004300,4110004300,A-10437,BARREL ADAPT Ø30 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110005100,4110005100,A-10438,BARREL ADAPT Ø35 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011300,4110011300,A-10440,BARREL ADAPT Ø35 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110005700,4110005700,A-10439,BARREL ADAPT Ø40 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011600,4110011600,A-10441,BARREL ADAPT Ø40 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110016100,4110016100,A-10443,BARREL ADAPT Ø40 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011900,4110011900,A-10442,BARREL ADAPT Ø45 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110016700,4110016700,A-10444,BARREL ADAPT Ø45 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110021700,4110021700,A-10446,BARREL ADAPT Ø45 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110026800,4110026800,A-10449,BARREL ADAPT Ø50 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110017000,4110017000,A-10445,BARREL ADAPT Ø50 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110022400,4110022400,A-10447,BARREL ADAPT Ø50 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110027400,4110027400,A-10450,BARREL ADAPT Ø60 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110029800,4110029800,A-10452,BARREL ADAPT Ø60 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110022700,4110022700,A-10448,BARREL ADAPT Ø60 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110027700,4110027700,A-10451,BARREL ADAPT Ø70 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110030400,4110030400,A-10453,BARREL ADAPT Ø70 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110030700,4110030700,A-10454,BARREL ADAPT Ø80 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4020102700,4020102700,A-10366,BARREL CHECKNUT M105 X 4P - 1520,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102900,4020102900,A-10365,BARREL CHECKNUT M120 X 4P - 2350,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101900,4020101900,A-10370,BARREL CHECKNUT M70 X 3P - 280,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102100,4020102100,A-10369,BARREL CHECKNUT M80 X 3P - 420,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102300,4020102300,A-10368,BARREL CHECKNUT M85 X 3P - 635,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102500,4020102500,A-10367,BARREL CHECKNUT M95 X 4P - 905,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110004800,4110004800,A-10053,BARREL LOCK PIN,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102600,4020102600,A-10360,BARREL NUT M105 X 4P - 1520,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102800,4020102800,A-10359,BARREL NUT M120 X 4P - 2350,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101800,4020101800,A-10364,BARREL NUT M70 X 3P - 280,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102000,4020102000,A-10363,BARREL NUT M80 X 3P - 420,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102200,4020102200,A-10362,BARREL NUT M85 X 3P - 635,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020102400,4020102400,A-10361,BARREL NUT M95 X4P - 905,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110025700,4110025700,A-10024,BARREL PLATE - 1520 (STOCK-280),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110028700,4110028700,A-10025,BARREL PLATE - 2350 (STOCK-315),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110002900,4110002900,A-10020,BARREL PLATE - 280 (STOCK-150),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010600,4110010600,A-10021,BARREL PLATE - 420 (STOCK-175),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015000,4110015000,A-10022,BARREL PLATE - 635 (STOCK-210),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110020600,4110020600,A-10023,BARREL PLATE - 905 (STOCK-245),MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110003800,4110003800,A-10401,BARREL Ø30 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110004900,4110004900,A-10402,BARREL Ø35 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011100,4110011100,A-10404,BARREL Ø35 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110005500,4110005500,A-10403,BARREL Ø40 - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011400,4110011400,A-10405,BARREL Ø40 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015900,4110015900,A-10407,BARREL Ø40 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110011700,4110011700,A-10406,BARREL Ø45 - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110016500,4110016500,A-10408,BARREL Ø45 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110021500,4110021500,A-10410,BARREL Ø45 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110026600,4110026600,A-10413,BARREL Ø50 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110016800,4110016800,A-10409,BARREL Ø50 - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110022200,4110022200,A-10411,BARREL Ø50 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110027200,4110027200,A-10414,BARREL Ø60 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110029600,4110029600,A-10416,BARREL Ø60 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110022500,4110022500,A-10412,BARREL Ø60 - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110027500,4110027500,A-10415,BARREL Ø70 - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110030200,4110030200,A-10417,BARREL Ø70 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110030500,4110030500,A-10418,BARREL Ø80 - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110026300,4110026300,A-10029,BEARING HOUSING - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110029300,4110029300,A-10030,BEARING HOUSING - 2350,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110003500,4110003500,A-10026,BEARING HOUSING - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015600,4110015600,A-10027,BEARING HOUSING - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110021200,4110021200,A-10028,BEARING HOUSING - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110009100,4110009100,A-10154,BINARY LINK - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110013300,4110013300,A-10153,BINARY LINK - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110018800,4110018800,A-10152,BINARY LINK - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110024000,4110024000,A-10151,BINARY LINK - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110000700,4110000700,A-10155,BINARY LINK - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110008900,4110008900,A-10179,CROSS HEAD - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110013100,4110013100,A-10178,CROSS HEAD - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110018600,4110018600,A-10177,CROSS HEAD - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110023800,4110023800,A-10176,CROSS HEAD - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110000500,4110000500,A-10180,CROSS HEAD - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4040100700,4040100700,A-10985,CROSS HEAD BUSH Ø55 X Ø45 X 30LG - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4040100800,4040100800,A-10986,CROSS HEAD BUSH Ø60 X Ø50 X 30LG - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4040100900,4040100900,A-10987,CROSS HEAD BUSH Ø65 X Ø55 X 33LG - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4040101100,4040101100,A-10989,CROSS HEAD BUSH Ø75 X Ø65 X 38LG - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010200,4110010200,A-10219,CROSS HEAD GUIDE ROD LOCATING PLATE - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110014500,4110014500,A-10218,CROSS HEAD GUIDE ROD LOCATING PLATE - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110019900,4110019900,A-10217,CROSS HEAD GUIDE ROD LOCATING PLATE - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110025200,4110025200,A-10216,CROSS HEAD GUIDE ROD LOCATING PLATE - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110001900,4110001900,A-10220,CROSS HEAD GUIDE ROD LOCATING PLATE - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110001800,4110001800,A-10215,CROSS HEAD GUIDE ROD Ø45 - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010100,4110010100,A-10214,CROSS HEAD GUIDE ROD Ø50 - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110014400,4110014400,A-10213,CROSS HEAD GUIDE ROD Ø55 - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110019800,4110019800,A-10212,CROSS HEAD GUIDE ROD Ø60 - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110025100,4110025100,A-10211,CROSS HEAD GUIDE ROD Ø65 - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110017900,4110017900,A-12052,CROSS HEAD LIMIT SWITCH OPERATING PIN-140,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110023300,4110023300,A-10927,CROSS HEAD LIMIT SWITCH OPERATING PIN-170,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110028300,4110028300,A-12028,CROSS HEAD LIMIT SWITCH OPERATING PIN-200,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110007600,4110007600,A-10800,CROSS HEAD LIMIT SWITCH OPERATING PIN-90,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110009000,4110009000,A-10174,CROSS HEAD LINK - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110013200,4110013200,A-10173,CROSS HEAD LINK - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110018700,4110018700,A-10172,CROSS HEAD LINK - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110023900,4110023900,A-10171,CROSS HEAD LINK - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110000600,4110000600,A-10175,CROSS HEAD LINK - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110001200,4110001200,A-10263,DIE HEIGHT MOTOR MTG BRACKET - 90 TON,MC,4,0,4,2,1,14,Electrical Store E-01,28000,112000,ON_GRN
4020101500,4020101500,A-10033,DRIVE SHAFT CHECK NUT - 1520 (M90 X 4),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101700,4020101700,A-10034,DRIVE SHAFT CHECK NUT - 2350 (M110 X 4),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101100,4020101100,A-10031,DRIVE SHAFT CHECK NUT - 280 (M70 X 3),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101300,4020101300,A-10032,DRIVE SHAFT CHECK NUT - 635 (M80 X 3),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101400,4020101400,A-10037,DRIVE SHAFT NUT - 1520 (M90 X 4),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101600,4020101600,A-10038,DRIVE SHAFT NUT - 2350 (M110 X 4),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101000,4020101000,A-10035,DRIVE SHAFT NUT - 280 (M70 X 3),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020101200,4020101200,A-10036,DRIVE SHAFT NUT - 635 (M80 X 3),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110026500,4110026500,A-10079,DRIVE SHAFT OIL SEAL FLANGE - 1520,MC,4,0,4,2,1,7,Standard Bought-out Store,850,3400,ON_GRN
4110029500,4110029500,A-10080,DRIVE SHAFT OIL SEAL FLANGE - 2350,MC,4,0,4,2,1,7,Standard Bought-out Store,850,3400,ON_GRN
4110003700,4110003700,A-10076,DRIVE SHAFT OIL SEAL FLANGE - 280,MC,4,0,4,2,1,7,Standard Bought-out Store,850,3400,ON_GRN
4110015800,4110015800,A-10077,DRIVE SHAFT OIL SEAL FLANGE - 635,MC,4,0,4,2,1,7,Standard Bought-out Store,850,3400,ON_GRN
4110021400,4110021400,A-10078,DRIVE SHAFT OIL SEAL FLANGE - 905,MC,4,0,4,2,1,7,Standard Bought-out Store,850,3400,ON_GRN
6160100500,6160100500,,DSG-03-3C4-D24 (YUKEN),MC,4,0,4,2,1,12,Hydraulics Bay H-01,14500,58000,ON_GRN
4110020100,4110020100,A-10222,EJECTOR CYLINDER MTG PLATE - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110002200,4110002200,A-10221,EJECTOR CYLINDER MTG PLATE - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110017600,4110017600,A-10354,EJECTOR MANIFOLD NG10,MC,4,0,4,2,1,12,Hydraulics Bay H-01,14500,58000,ON_GRN
4110006500,4110006500,A-10355,EJECTOR MANIFOLD NG6,MC,4,0,4,2,1,12,Hydraulics Bay H-01,14500,58000,ON_GRN
4110000400,4110000400,A-10223,EJECTOR PLATE - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010400,4110010400,A-10228,EJECTOR PLATE GUIDE ROD - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110014700,4110014700,A-10227,EJECTOR PLATE GUIDE ROD - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110020200,4110020200,A-10226,EJECTOR PLATE GUIDE ROD - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110025400,4110025400,A-10225,EJECTOR PLATE GUIDE ROD - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110002300,4110002300,A-10229,EJECTOR PLATE GUIDE ROD - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110012300,4110012300,A-10796,EJECTOR ROD - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110017700,4110017700,A-10797,EJECTOR ROD - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110023100,4110023100,A-10798,EJECTOR ROD - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110028100,4110028100,A-10799,EJECTOR ROD - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110006700,4110006700,A-10795,EJECTOR ROD - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110008800,4110008800,A-10184,END PLATE - 110 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110013000,4110013000,A-10183,END PLATE - 140 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110018500,4110018500,A-10182,END PLATE - 170 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110023700,4110023700,A-10181,END PLATE - 200 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110000300,4110000300,A-10185,END PLATE - 90 TON,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110004600,4110004600,A-10044,FEED SCREW COUPLING - 30,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110006200,4110006200,A-10045,FEED SCREW COUPLING - 35,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110016300,4110016300,A-10048,FEED SCREW COUPLING - 40,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110022000,4110022000,A-10051,FEED SCREW COUPLING - 45,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110027000,4110027000,A-10054,FEED SCREW COUPLING - 50,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4110030000,4110030000,A-10057,FEED SCREW COUPLING - 60,MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4010100900,4010100900,A-10242,GEAR NUT - 110 TON (MODULE-3 TEETH-48),MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4010101000,4010101000,A-10243,GEAR NUT - 140 TON (MODULE-3 TEETH-53),MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4010101100,4010101100,A-10244,GEAR NUT - 170 TON (MODULE-3 TEETH-58),MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4010101200,4010101200,A-10245,GEAR NUT - 200 TON (MODULE-3 TEETH-60),MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4010100800,4010100800,A-10241,GEAR NUT - 90 TON (MODULE-3 TEETH-46),MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110009500,4110009500,A-10254,GEAR NUT RETAINER - 110 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110013700,4110013700,A-10253,GEAR NUT RETAINER - 140 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110019200,4110019200,A-10252,GEAR NUT RETAINER - 170 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110024400,4110024400,A-10251,GEAR NUT RETAINER - 200 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110001100,4110001100,A-10255,GEAR NUT RETAINER - 90 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4030100200,4030100200,A-10247,GEAR NUT SPACER - 110 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4030100300,4030100300,A-10248,GEAR NUT SPACER - 140 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4030100400,4030100400,A-10249,GEAR NUT SPACER - 170 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4030100500,4030100500,A-10250,GEAR NUT SPACER - 200 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4030100100,4030100100,A-10246,GEAR NUT SPACER - 90 TON,MC,4,2,6,2,1,14,WIP Rack - Gears,12500,75000,ON_GRN
4110008000,4110008000,A-12035,GREASE PUMP MOUNTING PLATE,MC,4,0,4,2,1,12,Hydraulics Bay H-01,14500,58000,ON_GRN
4110003400,4110003400,A-10312,HYDRAULIC ROD BUSH - Ø50,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015500,4110015500,A-10313,HYDRAULIC ROD BUSH - Ø60,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110021100,4110021100,A-10314,HYDRAULIC ROD BUSH - Ø70,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110026200,4110026200,A-10315,HYDRAULIC ROD BUSH - Ø75,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110029200,4110029200,A-10316,HYDRAULIC ROD BUSH - Ø80,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110025900,4110025900,A-10107,INJECTION CYLINDER END CAP - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110028900,4110028900,A-10108,INJECTION CYLINDER END CAP - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110003100,4110003100,A-10103,INJECTION CYLINDER END CAP - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010800,4110010800,A-10104,INJECTION CYLINDER END CAP - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015200,4110015200,A-10105,INJECTION CYLINDER END CAP - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110020800,4110020800,A-10106,INJECTION CYLINDER END CAP - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110025800,4110025800,A-10113,INJECTION CYLINDER FRONT CAP - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110028800,4110028800,A-10114,INJECTION CYLINDER FRONT CAP - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110003000,4110003000,A-10109,INJECTION CYLINDER FRONT CAP - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010700,4110010700,A-10110,INJECTION CYLINDER FRONT CAP - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015100,4110015100,A-10111,INJECTION CYLINDER FRONT CAP - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110020700,4110020700,A-10112,INJECTION CYLINDER FRONT CAP - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110026000,4110026000,A-10095,INJECTION CYLINDER ROD - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110029000,4110029000,A-10096,INJECTION CYLINDER ROD - 1520,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110003200,4110003200,A-10091,INJECTION CYLINDER ROD - 280,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110010900,4110010900,A-10092,INJECTION CYLINDER ROD - 420,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110015300,4110015300,A-10093,INJECTION CYLINDER ROD - 635,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4110020900,4110020900,A-10094,INJECTION CYLINDER ROD - 905,MC,4,2,6,2,1,15,Machining WIP Bay,24000,144000,ON_GRN
4020100700,4020100700,A-10086,INJECTION CYLINDER ROD NUT - 280 (M40 X 2),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
4020100800,4020100800,A-10087,INJECTION CYLINDER ROD NUT - 635 (M50 X 2),MC,4,0,4,2,1,5,Hardware Bins,150,600,NO_QC
