ItemCode,PartCode,OldItemCode,ItemName,Category,MaterialProcessSources,Unit,PurchaseUOM,ConversionFactor,InHouseStock,ExternalStock,MinStockQty,MinOrderQty,UnitPrice,LeadTimeDays,Location,QCTrigger,TestReportRequired,WeightKg,Specification
6170100200,D-10301,D-10301,PRESSURE RELIEF VALVE - BG-06-P32 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6180100100,D-10101,D-10101,PILOT OPERATED CHECK VALVE - MPA-01-4-40H01 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6180200100,D-10110,D-10110,PILOT OPERATED CHECK VALVE - MCIV-06-01 (PRISM HYD),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6190100200,D-10104,D-10104,LINE CHECK VALVE C10T1-03 (POLYHYDRON),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6190100100,D-10112,D-10112,LINE CHECK VALVE C20T1-03  (POLYHYDRON),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6240100100,D-10201,D-10201,"PRESSURE GAUG 0-420 BAR BACK CONNECTION (2-1/2"")",BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6010400100,,,SERVO SYSTEM - 64 LPM (JAKSH),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6020100100,E-10176,E-10176,PANEL SERVO-90 B&R,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6030100100,E-10007,E-10007,PANEL SERVO-90-280 B&R,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6030100200,E-10008,E-10008,PANEL SERVO-110 B&R,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6210100100,E-10005,E-10005,LINEAR LT-M-100,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6210100200,E-10009,E-10009,LINEAR LT-M-200,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6210100175,E-10008,E-10008,LINEAR LT-M-175,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6210100350,E-10014,E-10014,LINEAR LT-M-350,BO,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BO specification
6220100100,E-10151,E-10151,LIMIT SWITCH SNAP ACTION - PC 603,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6220200100,E-10152,E-10152,LIMIT SWITCH ROLLER LEVER - FTN-139Z11,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7340100100,G-10008,G-10008,HYDRAULIC PIPE CLAMP - 20 MM,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7340100200,,,HYDRAULIC PIPE CLAMP - 25 MM,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6150100100,I-10101,I-10101,Ø85x115 CERAMIC HEATER WITH COVER,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6150100200,I-10103,I-10103,Ø95x130 CERAMIC HEATER WITH COVER,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6150200100,I-10128,I-10128,Ø85x30 MICA HEATER,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6150200200,I-10104,I-10104,Ø95x40 MICA HEATER,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6150300100,I-10121,I-10121,Ø50x40 MICA HEATER SIDE CUT,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6150300200,I-10122,I-10122,Ø55x50 MICA HEATER SIDE CUT,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6150400100,I-10129,I-10129,Ø30x30 COIL HEATER,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6141100100,,,"THERMO COUPLE SENSOR 
(K TYPE L SHAPE ISOLATED 1 MTR)",BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6141200100,,,"THERMO COUPLE SENSOR
BUTTERFLY TYPE 1/4 BSP K TYPE ISOLATED 1.5 MTR",BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7330200100,A-10487,A-10487,MOTOR MOUNTING PAD Ø60 X M10 X 40LG,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7910500100,,,PLASTIC CAN HDPE-3 LITER (WHITE),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7910300100,,,ANTI VIBRATION RUBBER PAD - Ø125,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
2000110100,B-10032,B-10032,LOCKING CYLINDER ASSY - 90 TON (STOCK-295),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000110300,B-10021,B-10021,LOCKING CYLINDER ASSY - 110 TON (STOCK-325),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000110200,B-10033,B-10033,EJECTOR CYLINDER ASSY - 90 TON (STOCK-85),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000110400,B-10022,B-10022,EJECTOR CYLINDER ASSY - 110 TON (STOCK-100),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
7000100200,,,FASTENER KIT LOCKING UNIT - 90 TON,AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
7000100700,,,FASTENER KIT LOCKING UNIT - 110 TON,AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
4110000100,A-10145,A-10145,STATIONARY PLATE TOGGLE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110008700,A-10144,A-10144,STATIONARY PLATE TOGGLE - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000200,A-10150,A-10150,MOVING PLATE TOGGLE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110008800,A-10149,A-10149,MOVING PLATE TOGGLE - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000300,A-10185,A-10185,END PLATE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110008900,A-10184,A-10184,END PLATE - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000400,A-10223,A-10223,EJECTOR PLATE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000500,A-10180,A-10180,CROSS HEAD - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009000,A-10179,A-10179,CROSS HEAD - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000600,A-10175,A-10175,CROSS HEAD LINK - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009100,A-10174,A-10174,CROSS HEAD LINK - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000700,A-10155,A-10155,BINARY LINK - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009200,A-10154,A-10154,BINARY LINK - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000800,A-10170,A-10170,TERNARY LINK - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009300,A-10170,A-10170,TERNARY LINK - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110000900,A-10168,A-10168,TERNARY LINK RH - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009400,A-10168,A-10168,TERNARY LINK RH - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001000,A-10169,A-10169,TERNARY LINK LH - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009500,A-10169,A-10169,TERNARY LINK LH - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001100,A-10255,A-10255,GEAR NUT RETAINER - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009600,A-10254,A-10254,GEAR NUT RETAINER - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001200,A-10263,A-10263,DIE HEIGHT MOTOR MTG BRACKET - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001300,A-10136,A-10136,TIE BAR Ø65 - 90 TON TOGGLE,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009700,A-10137,A-10137,TIE BAR Ø70 - 110 TON TOGGLE,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001400,A-10126,A-10126,TIE BAR LOCATING PLATE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009800,A-10127,A-10127,TIE BAR LOCATING PLATE - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001500,A-10334,A-10334,TOGGLE SMALL PIN Ø30 - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110009900,A-10335,A-10335,TOGGLE SMALL PIN Ø35 - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001600,A-10186,A-10186,TOGGLE SMALL PIN LOCKING STRIP – 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010000,A-10187,A-10187,TOGGLE SMALL PIN LOCKING STRIP – 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001700,A-10329,A-10329,TOGGLE BIG PIN Ø55 - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010100,A-10330,A-10330,TOGGLE BIG PIN Ø60 - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001800,A-10215,A-10215,CROSS HEAD GUIDE ROD Ø45 - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010200,A-10214,A-10214,CROSS HEAD GUIDE ROD Ø50 - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110001900,A-10220,A-10220,CROSS HEAD GUIDE ROD LOCATING PLATE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010300,A-10219,A-10219,CROSS HEAD GUIDE ROD LOCATING PLATE - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002000,A-10205,A-10205,MOVING PLATE WIPER RETAINER - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010400,A-10204,A-10204,MOVING PLATE WIPER RETAINER - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002100,A-10463,A-10463,NOZZLE TIP LOCATING RING Ø160 - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002200,A-10221,A-10221,EJECTOR CYLINDER MTG PLATE - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002300,A-10229,A-10229,EJECTOR PLATE GUIDE ROD - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010500,A-10228,A-10228,EJECTOR PLATE GUIDE ROD - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002400,A-10264,A-10264,MOLD HEIGHT ADJUSTMENT GEAR - 90 TON (MODULE-3 TEETH-18),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002500,A-10261,A-10261,SUN GEAR BEARING SUPPORT SHAFT,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4010100200,A-10260,A-10260,SUN GEAR - 90 TON (MODULE-3 TEETH-159),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4010100300,A-10259,A-10259,SUN GEAR - 110 TON (MODULE-3 TEETH-178),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4020100100,A-10089,A-10089,TIE BAR NUT M65 X 3 - 90 TON TOGGLE,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4020100200,A-10090,A-10090,TIE BAR NUT M70 X 3 - 110 TON TOGGLE,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4010100800,A-10241,A-10241,GEAR NUT - 90 TON (MODULE-3 TEETH-46),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4010100900,A-10242,A-10242,GEAR NUT - 110 TON (MODULE-3 TEETH-48),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4030100100,A-10246,A-10246,GEAR NUT SPACER - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4030100200,A-10247,A-10247,GEAR NUT SPACER - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4030200100,A-10262,A-10262,SP WASHER Ø35 X Ø12.5 X 10 THK,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040100100,A-10206,A-10206,MOVING PLATE BUSH Ø80 X Ø65 X 40LG - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040100200,A-10207,A-10207,MOVING PLATE BUSH Ø85 X Ø70 X 45LG - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040100700,A-10985,A-10985,CROSS HEAD BUSH Ø55 X Ø45 X 30LG - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040100800,A-10986,A-10986,CROSS HEAD BUSH Ø60 X Ø50 X 30LG - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040200100,A-10191,A-10191,TOGGLE SMALL GRAPHITE BUSH Ø40 X Ø30 X 55LG - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040200200,A-10192,A-10192,TOGGLE SMALL GRAPHITE BUSH Ø45 X Ø35 X 60LG - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040200700,A-10196,A-10196,TOGGLE BIG GRAPHITE BUSH Ø70 X Ø55 X 60LG - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4040200800,A-10197,A-10197,TOGGLE BIG GRAPHITE BUSH Ø75 X Ø60 X 70LG - 110 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
7220100100,G-10051,G-10051,DU BUSH - 30 X 34 X 25 LG,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7270053065,J-10006,J-10006,PU WIPER SEAL - 65 X 73.6 X 5.3/7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7270053070,J-10007,J-10007,PU WIPER SEAL - 70 X 78.6 X 5.3/7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7190105900,,,"SRDG BALL BEARING,6205-ZZ",BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6110100100,,,TORQUE PISTON MOTOR TMP-160,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
2000210100,B-10077,B-10077,BARREL PLATE ASSY - 280,AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000210400,B-10078,B-10078,BARREL PLATE ASSY - 420 (STOCK-175),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000210200,B-10083,B-10083,BEARING HOUSING ASSY -280,AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000210500,,,BEARING HOUSING ASSY - 420,AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000210300,B-10024,B-10024,NOZZLE CYLINDER ASSY - (STOCK-350),AS,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
7000100300,,,FASTENER KIT INJECTION UNIT - 280,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7000100800,,,FASTENER KIT INJECTION UNIT - 420,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
4020100700,A-10086,A-10086,INJECTION CYLINDER ROD NUT - 280 (M40 X 2),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002600,A-10013,A-10013,INJECTION GUIDE ROD SUPPORT - 60,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002700,A-10014,A-10014,INJECTION GUIDE ROD Ø60 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010600,A-10015,A-10015,INJECTION GUIDE ROD Ø60 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110002800,A-10081,A-10081,INJECTION CYLINDER ROD NUT RETAINER - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
7000100400,,,FASTENER KIT BARREL PLATE ASSY - 280,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7000100900,,,FASTENER KIT BARREL PLATE ASSY - 420,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
4110002900,A-10020,A-10020,BARREL PLATE - 280 (STOCK-150),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010700,A-10021,A-10021,BARREL PLATE - 420 (STOCK-175),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003000,A-10109,A-10109,INJECTION CYLINDER FRONT CAP - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010800,A-10110,A-10110,INJECTION CYLINDER FRONT CAP - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003100,A-10103,A-10103,INJECTION CYLINDER END CAP - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110010900,A-10104,A-10104,INJECTION CYLINDER END CAP - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003200,A-10091,A-10091,INJECTION CYLINDER ROD - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011000,A-10092,A-10092,INJECTION CYLINDER ROD - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003300,A-10097,A-10097,INJECTION PISTON Ø100 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011100,A-10098,A-10098,INJECTION PISTON Ø110 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003400,A-10312,A-10312,HYDRAULIC ROD BUSH - Ø50,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
7220100200,G-10057,G-10057,DU BUSH - 60 X 65 X 60 LG,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7230063100,J-10307,J-10307,GLIDE RING - 100 X 84.5 X 6.3,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7230063110,J-10308,J-10308,GLIDE RING - 110 X 94.5 X 6.3,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7240097095,J-10215,J-10215,GUIDE RING - 95 X 100 X 9.7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7240097105,J-10216,J-10216,GUIDE RING - 105 X 110 X 9.7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7240097050,J-10204,J-10204,GUIDE RING - 50 X 55 X 9.7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7250042050,J-10354,J-10354,STEP SEAL - 50 X 61 X 4.2,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7260073050,J-10054,J-10054,ROD SEAL - 50 X 60 X 7.3,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7270053050,J-10004,J-10004,PU WIPER SEAL 50 X58.6 X 5.3/7,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7290003040,J-10104,J-10104,O RING - 40 X 3 (O RING- 45.69X2.62),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7290005090,J-10122,J-10122,O RING - 90 X 5 (O RING-91.67X3.53),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
